Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall
,Intensive Academic Semester (5 months),"9,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,856,,,
,Intensive Academic Semester (6 months),"11,160.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,856,,,
,General English,"5,100.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,855,,,
,Semi-Intensive English,"13,920.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,855,,,
,Intensive English,"15,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,855,,,
,TOEFL iBT and Academic English Intensive,"8,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,855,,55,5.5
,TOEFL iBT and Academic English (Part-Time),"5,580.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,855,,55,5.5
,Academic Year,"12,480.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,855,,,
,Intensive Academic Year,"13,280.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,855,,,
,Academic Semester (5 months),"8,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,855,,,
,Academic Semester (6 months),"9,960.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,855,,,
,Intensive Academic Semester (5 months),"9,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,855,,,
,Intensive Academic Semester (6 months),"10,920.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,855,,,
,GMAT Exam Preparation,"2,460.00",185,"Start: Feb 2020, May 2020, Aug 2020, Nov 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,855,,77,6.5
,GRE Exam Preparation,"2,460.00",185,"Start: Apr 2020, Jul 2020, Sep 2020, Dec 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,855,,77,6.5
,General English,"5,100.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,,
,Semi-Intensive English,"13,920.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Deadline: Mar 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,,
,Intensive English,"15,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,,
,Business Supplementary,"5,550.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,37,4.5
,TOEFL iBT and Academic English Intensive,"8,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,55,5.5
,TOEFL iBT and Academic English (Part-Time),"5,580.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,55,5.5
,Academic Year,"12,480.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,,
,Intensive Academic Year,"13,280.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,,
,Academic Semester (5 months),"8,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,,
,Academic Semester (6 months),"9,960.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,,
,Intensive Academic Semester (5 months),"9,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,,
,Intensive Academic Semester (6 months),"10,920.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,,
,GMAT Exam Preparation,"2,460.00",185,"Start: Feb 2020, May 2020, Aug 2020, Nov 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,77,6.5
,GRE Exam Preparation,"2,460.00",185,"Start: Apr 2020, Jul 2020, Sep 2020, Dec 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,860,,77,6.5
,General English,"4,980.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,919,,,
,Semi-Intensive English,"13,440.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Deadline: Mar 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,919,,,
,Intensive English,"14,720.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,919,,,
,TOEFL iBT and Academic English Intensive,"7,680.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,919,,55,5.5
,TOEFL iBT and Academic English (Part-Time),"5,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,919,,55,5.5
,Academic Year,"12,160.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,919,,,
,Intensive Academic Year,"12,960.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,919,,,
,Academic Semester (5 months),"8,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,919,,,
,Academic Semester (6 months),"9,720.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,919,,,
,Intensive Academic Semester (5 months),"9,000.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,919,,,
,Intensive Academic Semester (6 months),"10,680.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,919,,,
,General English,"5,340.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,,
,Semi-Intensive English,"14,240.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,,
,Intensive English,"15,680.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,,
,Business Supplementary,"5,700.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,37,4.5
,TOEFL iBT and Academic English Intensive,"8,640.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,55,5.5
,TOEFL iBT and Academic English (Part-Time),"5,700.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,55,5.5
,Academic Year,"12,800.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,,
,Intensive Academic Year,"13,600.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,,
,Academic Semester (5 months),"8,600.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,,
,Academic Semester (6 months),"10,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,,
,Intensive Academic Semester (5 months),"9,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,,
,Intensive Academic Semester (6 months),"11,160.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,,
,GMAT Exam Preparation,"2,460.00",185,"Start: Feb 2020, May 2020, Aug 2020, Nov 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,77,6.5
,GRE Exam Preparation,"2,460.00",185,"Start: Apr 2020, Jul 2020, Sep 2020, Dec 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,918,,77,6.5
,General English,"4,980.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,917,,,
,Semi-Intensive English,"13,440.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,917,,,
,Intensive English,"14,720.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,917,,,
,TOEFL iBT and Academic English Intensive,"7,680.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,917,,55,5.5
,TOEFL iBT and Academic English (Part-Time),"5,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,917,,55,5.5
,Academic Year,"12,160.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,917,,,
,Intensive Academic Year,"12,960.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,917,,,
,Academic Semester (5 months),"8,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,917,,,
,Academic Semester (6 months),"9,720.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,917,,,
,Intensive Academic Semester (5 months),"9,000.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,917,,,
,Intensive Academic Semester (6 months),"10,680.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,917,,,
,GRE Exam Preparation,"2,460.00",185,"Start: Apr 2020, Jul 2020, Sep 2020, Dec 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,917,,77,6.5
,General English,"5,340.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,,
,Semi-Intensive English,"14,240.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Deadline: Nov 2020, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,,
,Intensive English,"15,680.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,,
,Business Supplementary,"5,700.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,37,4.5
,TOEFL iBT and Academic English Intensive,"8,640.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,55,5.5
,TOEFL iBT and Academic English (Part-Time),"5,700.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,55,5.5
,Academic Year,"12,800.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,,
,Intensive Academic Year,"13,600.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,,
,Academic Semester (5 months),"8,600.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,,
,Academic Semester (6 months),"10,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,,
,Intensive Academic Semester (5 months),"9,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,,
,Intensive Academic Semester (6 months),"11,160.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,,
,GMAT Exam Preparation,"2,460.00",185,"Start: Feb 2020, May 2020, Aug 2020, Nov 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,77,6.5
,GRE Exam Preparation,"2,460.00",185,"Start: Apr 2020, Jul 2020, Sep 2020, Dec 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,853,,77,6.5
,General English,"5,100.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,854,,,
,Semi-Intensive English,"13,920.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,854,,,
,Intensive English,"15,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,854,,,
,TOEFL iBT and Academic English Intensive,"8,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,854,,55,5.5
,TOEFL iBT and Academic English (Part-Time),"5,580.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,854,,55,5.5
,Academic Year,"12,480.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,854,,,
,Intensive Academic Year,"13,280.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,854,,,
,Academic Semester (5 months),"8,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,854,,,
,Academic Semester (6 months),"9,960.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,854,,,
,Intensive Academic Semester (5 months),"9,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,854,,,
,Intensive Academic Semester (6 months),"10,920.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,854,,,
,GMAT Exam Preparation,"2,460.00",185,"Start: Feb 2020, May 2020, Aug 2020, Nov 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,854,,77,6.5
,GRE Exam Preparation,"2,460.00",185,"Start: Apr 2020, Jul 2020, Sep 2020, Dec 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,854,,77,6.5
