Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language,Consentration,Course URL,Campus,Application Deadline,Scholarship Available,Scholarship Detail,Backlog Range,Remarks,ESL/ELP Detail,ApplicationMode,DetScore,GRE,GMAT,Campus2,Campus3,Campus4,SAT
SRHU4775,MBA in International Human Resource Management (Berlin Campus),13968,,"Apr, Oct",Postgraduate,Bachelor degree with minimum 58% and 2 years of relevant experience,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",18 Months,,English,,https://www.srh-berlin.de/en/mba/human-resources-berlin/,Berlin,,,,0-10,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,BA in International Business Administration (Fast Track)  - Berlin Campus,9894,,"Apr, Oct",Undergraduate,For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution.13yrs of Education includes 10+2+1st year of University Education.This  Fast Track program is of duration 3 years including 14 weeks internship in the final semester.,,,,,,,,,,,,,,,,,,,Undergraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",36 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/degree-business-administration-berlin/,Berlin,,,,,English language profeciency test can be waived off. An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,M.A International Management in  Creative Leadership (Berlin Campus),12513,,"Apr, Oct",Postgraduate,3 years of Bachelor Degree with minimum 58% from a recognised university.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",24 Months,,English,,https://www.srh-berlin.de/en/master/creative-leadership-berlin/,Berlin,,,,0-10,English language profeciency test can be waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,(EMBA) Executive MBA General Management,13968,,"Apr, Oct",Postgraduate,Bachelor degree with minimum 58% and 5 years of relevant work experience.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",12 Months,,English,,https://www.srh-berlin.de/en/mba/executive-mba-berlin/,Berlin,,,,0-10,English language profeciency test can be waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MA in International Business and Leadership-(Fast track) -Hamburg Campus,12513,,"Apr, Oct",Postgraduate,To complete this program in 18 months student should have 3.5-year Bachelor's degree in Business/Management with minimum 58%  OR 3-year Bachelor's degree in Business/Management + 12 months of work experience in business/management OR 3.5-year Bachelor's degree in another area + min. 6 months of work experience in business/management OR 3-year Bachelor's degree (worth 180 ECTS) in another area + min. 18 months of work experience in business/management.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",18 Months,,English,,https://www.srh-university-berlin.de/en/master/international-business-hamburg/,Hamburg,,,,0-10,English language profeciency test can be waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MA in International Business and Leadership- (Dresden Campus),12513,,"Apr, Oct",Postgraduate,Three years Bachelor Degree with Minimum 58% in  Business/Management OR 3-year Bachelor's degree in another area + min. 6 months of work experience in business/management.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",24 Months,,English,,https://www.srh-university-berlin.de/en/master/international-business-hamburg/,Dresden ,,,,0-10,English language profeciency test can be waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MA in International Business and Leadership-(Fast track) -Dresden Campus,12513,,"Apr, Oct",Postgraduate,To complete this program in 18 months student should have 3.5-year Bachelor's degree in Business/Management with minimum 58%  OR 3-year Bachelor's degree in Business/Management + 12 months of work experience in business/management OR 3.5-year Bachelor's degree in another area + min. 6 months of work experience in business/management OR 3-year Bachelor's degree (worth 180 ECTS) in another area + min. 18 months of work experience in business/management.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",18 Months,,English,,https://www.srh-berlin.de/en/master/international-business-dresden/,Dresden ,,,,0-10,English language profeciency test can be waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MA in International Business and Leadership-Trade Management (Hamburg Campus),12513,,"Apr, Oct",Postgraduate,Three years Bachelor Degree with Minimum 58% in  Business/Management OR 3-year Bachelor's degree in another area + min. 6 months of work experience in business/management.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",24 Months,,English,,https://www.srh-university-berlin.de/en/master/international-business-hamburg/,Hamburg,,,,0-10,English language profeciency test can be waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,Master of Engineering &  Sustainable Technology Management (M.Eng.) -Smart Building Technologies- (Berlin Campus),12513,,"Apr, Oct",Postgraduate,"Bachelor's degree in Architecture, HVAC (Heating, Ventilation, Air Conditioning), Computer Science, Electrical Engineering or related fields with minimum 65%.",,,,,,6,6,6,6,,,87,6.5,,,,,,Postgraduate,Engineering and Engineering Trades,"Civil Engineering, Geotechnical Engineering",24 Months,,English,,https://www.srh-university-berlin.de/en/master/building-technologies-berlin/,Berlin,ASAP,,,0-10,An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,95,,,,,,
SRHU4775,M.Sc. In Computer Science- Focus on Big Data and Artificial Intelligence (Fast track)- Berlin Campus,12513,,"Apr, Oct",Postgraduate,"3.5 years or 4 years Bachelor Degree in Computer Science, Information Systems or a similar area of studies with minimum 65% . ",,,,,,6,6,6,6,,,87,6.5,,,,,59,Postgraduate,Engineering and Engineering Trades,"Computer Engineering, Software Engineering",18 Months,,English,,https://www.srh-university-berlin.de/en/master/artificial-intelligence-berlin/,Berlin,,,,0-10,An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,95,,,,,,
SRHU4775,M.Sc. In Computer Science-Cyber Security(Fast Track) - Berlin Campus,12513,,"Apr, Oct",Postgraduate,"3.5 years or 4 years Bachelor Degree in Computer Science, Information Systems or a similar area of studies with minimum 65% . ",,,,,,6,6,6,6,,,87,6.5,,,,,59,Postgraduate,Engineering and Engineering Trades,"Computer Engineering, Software Engineering",18 Months,,English,,https://www.srh-university-berlin.de/en/master/cyber-security-berlin/,Berlin,,,,0-10,An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,95,,,,,,
SRHU4775,Msc Digital Transformation Management -Software Engineering in Business (Drasden Campus),10476,,"Apr, Oct",Postgraduate,"Bachelor Degree in the field Business/Management, Business Informatics, Informatics/Computer Science, Computer Engineering or similar with  minimum 65% OR Non-Business related university degree + 6 months related working experience.",,,,,,,,,,,,,,,,,,,Postgraduate,Engineering and Engineering Trades,"Computer Engineering, Software Engineering",24 Months,,English,,https://www.srh-berlin.de/en/master/digital-business-management-software-engineering-dresden/,Dresden,,,,0-10,English language profeciency test can be waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
