Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language
,Bachelor of Science with Honours - Mathematics,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Mathematics,per year,Christchurch,English
,Bachelor of Science with Honours - Mathematics and Philosophy,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Mathematics,per year,Christchurch,English
,Bachelor of Teaching and Learning with Honours,0,,Feb,1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Education,Teaching,per year,Christchurch,English
,Master of Architectural Engineering - Building Services and Energy Engineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Engineering,per year,Christchurch,English
,Master of Arts - Cinema Studies,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Mass & Media,Cinema,per year,Christchurch,English
,Master of Arts - Education,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Education,per year,Christchurch,English
,Master of Arts - English,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Language,per year,Christchurch,English
,Master of Arts - European Studies,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Studies,per year,Christchurch,English
,Master of Applied Translation and Interpreting,40500,,Feb,1.5 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Translation & Interpreting,per year,Christchurch,English
,Master of Architectural Engineering - Integrated Building Design,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Architectural Engineering,per year,Christchurch,English
,Master of Architectural Engineering - Structural Engineering,44000,,Jul,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Architectural Engineering,per year,Christchurch,English
,Master of Arts - Geography,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Social Science,Geography,per year,Christchurch,English
,Master of Civil Engineering - Earthquake Engineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Civil Engineering,per year,Christchurch,English
,Master of Civil Engineering - Renewable Energy,44000,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Civil Engineering,per year,Christchurch,English
,Master of Civil Engineering - Transportation Engineering,44000,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Civil Engineering,per year,Christchurch,English
,Master of Education - Curriculum and Pedagogy,30700,,"Feb, Jul, Nov",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Education,per year,Christchurch,English
,Master of Arts - Linguistics,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Linguistics,per year,Christchurch,English
,Master of Arts - Translation and Interpreting,30700,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Translation & Interpreting,per year,Christchurch,English
,Master of Civil Engineering - Construction Management,44000,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Civil Engineering,per year,Christchurch,English
,Master of Education - Inclusive and Special Education,30700,,"Feb, Jul, Nov",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Education,per year,Christchurch,English
,Master of Engineering Studies - Civil Engineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Civil Engineering,per year,Christchurch,English
,Master of Engineering Studies - Construction Engineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Construction Engineering,per year,Christchurch,English
,Master of Engineering Studies - Earthquake Engineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Earthquake Engineering,per year,Christchurch,English
,Master of Engineering Studies - Fire Engineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Fire Engineering,per year,Christchurch,English
,Master of Education - Literacy,30700,,"Feb, Jul, Nov",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Education,per year,Christchurch,English
,Master of Education - Teaching and Learning Languages,30700,,"Feb, Jul, Nov",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Teaching,per year,Christchurch,English
,Master of Engineering - Mechanical Engineering,44000,,"Feb, Jul",16 Month,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Mechanical Engineering,per year,Christchurch,English
,Master of Engineering Studies - Mechanical Engineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Mechanical Engineering,per year,Christchurch,English
,Master of Health Sciences - Environment and Health,38400,,"Feb, Jul",2 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Health Science,Environmental Science,per year,Christchurch,English
,Master of Health Sciences - Health and Community,38400,,"Feb, Jul",2 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Health Science,Health,per year,Christchurch,English
,Master of Health Sciences - Health Behaviour Change,38400,,Feb,2 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Health Science,Health,per year,Christchurch,English
,Master of Health Sciences - Health Information Management,38400,,"Feb, Jul",2 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Health Science,Health Information Management,per year,Christchurch,English
,Master of Health Sciences - Nursing,38400,,Feb,2 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Medical,Nursing,per year,Christchurch,English
,Master of Engineering Studies - Renewable Energy,44000,,Feb,1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Renewable Energy,per year,Christchurch,English
,Master of Engineering Studies - Transportation Engineering,44000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Engineering,Transportation Engineering,per year,Christchurch,English
,Master of European Union Studies,26000,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Studies,per year,Christchurch,English
,Master of Health Sciences - Palliative Care,38400,,Feb,2 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Health Science,Health,per year,Christchurch,English
,Master of Health Sciences Professional Practice - Health Information Management,24500,,"Feb, Jul",1.5 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Health Science,Health Information Management,per year,Christchurch,English
,Master of Health Sciences Professional Practice - Nursing,24500,,Feb,1.5 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Medical,Nursing,per year,Christchurch,English
,Master of Health Sciences Professional Practice - Palliative Care,24500,,Feb,1.5 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Health Science,Health,per year,Christchurch,English
,Master of Product Design,0,,"Feb, Jul",1.5 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Design,Product Design,per year,Christchurch,English
,Master of Product Innovation,0,,"Feb, Jul",1.5 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Design,Inovation,per year,Christchurch,English
,Master of Health Sciences Professional Practice - Environment and Health,24500,,"Feb, Jul",1.5 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Health Science,Environmental Science,per year,Christchurch,English
,Master of Health Sciences Professional Practice - Health and Community,24500,,"Feb, Jul",1.5 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Health Science,Health,per year,Christchurch,English
,Master of Health Sciences Professional Practice - Health Behaviour Change,24500,,Feb,1.5 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Health Science,Health,per year,Christchurch,English
,Master of Science - Antarctic Studies,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Studies,per year,Christchurch,English
,Master of Science - Medical Physics,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Physics,per year,Christchurch,English
,Master of Science - Medical Physics (Clinical),38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Physics,per year,Christchurch,English
,Master of Science - Computational and Applied Mathematical Sciences,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Mathematics,per year,Christchurch,English
,Master of Science - Disaster Risk and Resilience,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Social Science,Disaster Risk,per year,Christchurch,English
,Master of Science - Engineering Geology,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Social Science,Geology,per year,Christchurch,English
,Master of Science - Philosophy,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Philosophy,per year,Christchurch,English
,Master of Specialist Teaching - Deaf and Hard of Hearing,30700,,"Feb, Jul",1 year,,,27,27,27,27,7,7,7,7,UOCB1001,,94,7,65,65,65,65,65,Master's Degree,Education,Teaching,per year,Christchurch,English
,Master of Specialist Teaching - Early Intervention,30700,,"Feb, Jul",1 year,,,27,27,27,27,7,7,7,7,UOCB1001,,94,7,65,65,65,65,65,Master's Degree,Education,Teaching,per year,Christchurch,English
,Master of Specialist Teaching - Learning and Behaviour,30700,,"Feb, Jul",1 year,,,27,27,27,27,7,7,7,7,UOCB1001,,94,7,65,65,65,65,65,Master's Degree,Education,Teaching,per year,Christchurch,English
,Master of Science - Speech and Language Sciences,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Language,per year,Christchurch,English
,Master of Science - Statistics,38400,,"Feb, Jul",1 year,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Science,Statistics,per year,Christchurch,English
,Master of Specialist Teaching - Complex Educational Needs,30700,,"Feb, Jul",1 year,,,27,27,27,27,7,7,7,7,UOCB1001,,94,7,65,65,65,65,65,Master's Degree,Education,Teaching,per year,Christchurch,English
,Master of Speech and Language Pathology,35400,,Feb,2 years,,,23,23,23,23,6.5,6.5,6.5,6.5,UOCB1001,,100,7,58,58,58,58,65,Master's Degree,Education,Language,per year,Christchurch,English
,Master of Teaching English to Speakers of Other Languages,24000,,"Feb, Jul, Nov",1 year,,,27,27,27,27,7,7,7,7,UOCB1001,,94,7,65,65,65,65,65,Master's Degree,Education,Language,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Accounting,7351,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Business,Accounts,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Antarctic Studies,7948,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Science,Studies,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Anthropology,7022,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Science,Anthropology,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Applied Psychology,7683,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Science,Psychology,per year,Christchurch,English
,Master of Teaching and Learning - Early Childhood,30700,,Jan,1 year,,,27,27,27,27,7,7,7,7,UOCB1001,,94,7,65,65,65,65,65,Master's Degree,Education,Teaching,per year,Christchurch,English
,Master of Teaching and Learning - Primary Teaching,30700,,Jan,1 year,,,27,27,27,27,7,7,7,7,UOCB1001,,94,7,65,65,65,65,65,Master's Degree,Education,Teaching,per year,Christchurch,English
,Master of Teaching and Learning - Secondary Teaching,30700,,Jan,1 year,,,27,27,27,27,7,7,7,7,UOCB1001,,94,7,65,65,65,65,65,Master's Degree,Education,Teaching,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Art History,7022,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Social Science,History,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Biochemistry,7948,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Science,Biochemistry,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Bioengineering,8459,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Science,Bioengineering,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Biological Sciences,7948,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Science,Biological Science,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Biotechnology,7948,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Science,Biotechnology,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Cellular and Molecular Biology,7948,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Science,Biology,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Art Theory,7022,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Social Science,History,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Astronomy,7948,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Science,Astronomy,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Audiology,8410,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Music,Audiology,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Chemical and Process Engineering,8459,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Engineering,Chemical Engineering,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Classics,7022,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Music,Classic,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Computational and Applied Mathematical Sciences,7683,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Science,Mathematics,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Computer Science,7683,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,IT,Computer Science,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Cultural Studies,7022,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Education,Studies,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Disaster Risk and Resilience,7948,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Social Science,Disaster Risk,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Chemistry,7948,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Science,Chemistry,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Cinema Studies,7022,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Mass & Media,Cinema,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Civil Engineering,8459,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Engineering,Civil Engineering,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Earthquake Engineering,8459,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Engineering,Earthquake Engineering,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Electrical and Electronic Engineering,8459,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Engineering,Electrical Engineering,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Engineering Geology,7948,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Social Science,Geology,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Engineering Management,8459,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Engineering,Management,per year,Christchurch,English
,Doctor of Philosophy (PhD) - English,7022,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Education,Language,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Environmental Science,7948,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Science,Environmental Science,per year,Christchurch,English
,Doctor of Philosophy (PhD) - Ecology,8172,,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",4 years,,,23,23,23,23,7,7,7,7,UOCB1001,,100,7,65,65,65,65,65,Doctorate Degrees,Science,Ecology,per year,Christchurch,English
