Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,
,Bachelor of Environmental Studies - Geography and Aviation,"29,364.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Environmental Studies - Geography and Environmental Management (Optional Co-op),"29,364.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Environmental Studies - Environment and Business (Co-op),"29,364.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Environmental Studies - Planning (Co-op),"29,364.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Economics (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - English (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - History (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Legal Studies (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Music (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Philosophy (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Political Science (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Psychology (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Social Development Studies (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Sociology (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Speech Communication (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Theatre and Performance (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Environmental Studies - International Development,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Classical Studies (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Knowledge Integration,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Medieval Studies (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Peace and Conflict Studies (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Religious Studies (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,"Bachelor of Arts - Honours Arts and Business - Sexuality, Marriage and Family Studies (Optional Co-op)","29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Gender and Social Justice (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - French (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - German (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Anthropology (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business - Spanish (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,"Bachelor of Science - Environment, Resources and Sustainability (Optional Co-op)","29,364.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Environmental Studies - Geomatics (Optional Co-op),"29,364.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Architectural Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,"Master of Business, Entrepreneurship and Technology","50,328.00",100,"Start: Sep 2020, Sep 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,7,
,Bridge to Academic Success (BASE),"18,844.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,5,,,2,DLI#:O19305471522,74,5.5,
,Bachelor of Arts - Honours Arts - Anthropology,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Classical Studies,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Economics,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - English,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Fine Arts,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - French,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Gender and Social Justice,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - German,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - History,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Legal Studies,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Medieval Studies,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Music,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Peace and Conflict Studies,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Philosophy,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Political Science,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Psychology,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Religious Studies,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,"Bachelor of Arts - Honours Arts - Sexuality, Marriage and Family Studies","29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Social Development Studies,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Sociology,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Spanish,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Speech Communication,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts - Theatre and Performance,"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Data Science (Optional Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Business Administration - Accounting,"14,375.00",0,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,18,18,18,18,5.5,5.5,5.5,5.5,350,DLI#:O129034707957,80,6,
,Bachelor of Business Administration - Energy Management,"14,375.00",0,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,18,18,18,18,5.5,5.5,5.5,5.5,350,DLI#:O129034707957,80,6,
,Bachelor of Business Administration - Project Management,"14,375.00",0,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,18,18,18,18,5.5,5.5,5.5,5.5,350,DLI#:O129034707957,80,6,
,Bachelor of Business Administration - Supply Chain Management,"14,375.00",0,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,18,18,18,18,5.5,5.5,5.5,5.5,350,DLI#:O129034707957,80,6,
,Bachelor of Business Administration - Accounting (3 years),"19,166.66",0,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",3-Year Bachelor's Degree,Grade 12 / High School,65.00%,18,18,18,18,5.5,5.5,5.5,5.5,350,DLI#:O129034707957,80,6,
,Bachelor of Business Administration - Energy Management (3 years),"19,166.66",0,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",3-Year Bachelor's Degree,Grade 12 / High School,65.00%,18,18,18,18,5.5,5.5,5.5,5.5,350,DLI#:O129034707957,80,6,
,Bachelor of Business Administration - Project Management (3 years),"19,166.66",0,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",3-Year Bachelor's Degree,Grade 12 / High School,65.00%,18,18,18,18,5.5,5.5,5.5,5.5,350,DLI#:O129034707957,80,6,
,Bachelor of Business Administration - Supply Chain Management (3 years),"19,166.66",0,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",3-Year Bachelor's Degree,Grade 12 / High School,65.00%,18,18,18,18,5.5,5.5,5.5,5.5,350,DLI#:O129034707957,80,6,
,Bachelor of Interior Design,"20,820.00",0,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",3-Year Bachelor's Degree,Grade 12 / High School, ,,,,,5.5,5.5,5.5,5.5,93,DLI#:O19396019511,55,6,
,Bachelor of Business Administration - Project Management (3 years),"19,166.66",0,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",3-Year Bachelor's Degree,Grade 12 / High School,60.00%,,,,,5.5,5.5,5.5,5.5,93,DLI#:O19396019511,80,6,
,Bachelor of Business Administration - Project Management,"14,375.00",0,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",4-Year Bachelor's Degree,Grade 12 / High School,60.00%,,,,,5.5,5.5,5.5,5.5,93,DLI#:O19396019511,80,6,
,Yorkville University ESL Pathway Program,"7,816.00",0,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School, ,,,,,,,,,93,DLI#:O19396019511,,,
,Post-Graduate Certificate - Accounting,"15,199.00",79,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,70.00%,,,,,5.5,6,5.5,6,272,DLI#:O19361109242,80,6,
,Post-Graduate Certificate - Business Administration,"15,199.00",79,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,70.00%,,,,,5.5,6,5.5,6,272,DLI#:O19361109242,80,6,
,Post-Graduate Certificate - Human Resources Management,"18,999.00",79,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,70.00%,,,,,5.5,6,5.5,6,272,DLI#:O19361109242,80,6,
,Academic Program,"19,170.00",200,"Start: Oct 2019, Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,,,,,,,,,,272,DLI#:O19361109242,,,
,Pre-Destination York,"4,095.00",100,"Start: Jan 2020, May 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,80.00%,,,,,,,,,272,DLI#:O19361109242,69,5.5,
,Destination York,"9,195.00",100,"Start: Oct 2019, Mar 2020, Jul 2020, Oct 2020, Mar 2021, Jul 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,80.00%,,,,,,,,,272,DLI#:O19361109242,69,5.5,
,YUBridge Program,"24,545.00",100,"Start: Jan 2020, May 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,80.00%,,,,,,5,,,272,DLI#:O19361109242,45,5,
,YUBridge Program - Term 2,"11,197.00",100,"Start: Jan 2020, May 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,80.00%,,,,,,,,,272,DLI#:O19361109242,75,6,
,MBA/Specialized Masters Preparation Program,"4,450.00",200,"Start: Nov 2019, Jul 2020, Nov 2020",English as Second Language (ESL),4-Year Bachelor's Degree,80.00%,,,,,6,6,6,6,272,DLI#:O19361109242,87,6.5,
,Graduate Studies Preparation Program,"16,095.00",200,"Start: Jan 2020, May 2020, Sep 2020",English as Second Language (ESL),4-Year Bachelor's Degree,80.00%,,,,,,,,,272,DLI#:O19361109242,69,5.5,
,Post-Graduate Certificate - Digital and Content Marketing,"15,199.00",79,"Start: Sep 2020, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,70.00%,,,,,5.5,6,5.5,6,272,DLI#:O19361109242,80,6,
,Post-Graduate Certificate - Public Relations,"15,199.00",79,"Start: Sep 2020, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,70.00%,,,,,5.5,6,5.5,6,272,DLI#:O19361109242,80,6,
,English as a Second Language,"7,200.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,,,,,,,,,,17,DLI#:O19280640022,,,
,College Diploma - Business Administration,"16,000.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",2-Year Undergraduate Diploma,Grade 12 / High School,70.00%,,,,,5,5,5,5,17,DLI#:O19280640022,35,5,
,College Diploma - Business Administration (Co-op),"22,000.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",2-Year Undergraduate Diploma,Grade 12 / High School,70.00%,,,,,5,5,5,5,17,DLI#:O19280640022,35,5,
,College Diploma - Hospitality Management,"16,000.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",2-Year Undergraduate Diploma,Grade 12 / High School,70.00%,,,,,5,5,5,5,17,DLI#:O19280640022,35,5,
,College Diploma - Hospitality Management (Co-op),"21,000.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",2-Year Undergraduate Diploma,Grade 12 / High School,70.00%,,,,,5,5,5,5,17,DLI#:O19280640022,35,5,
,College Diploma - Sport Management,"12,000.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",2-Year Undergraduate Diploma,Grade 12 / High School,70.00%,,,,,5,5,5,5,17,DLI#:O19280640022,35,5,
,Laurier English and Academic Foundation (LEAF) - Brantford,"11,000.00",236,"Start: Jan 2020, Apr 2020, Jun 2020, Sep 2020, Jan 2021, Apr 2021, Jun 2021, Sep 2021",English as Second Language (ESL),Grade 12 / High School,,,,,,,,,,1053,DLI#:O19395164307,35,5,
,Bachelor of Arts - Ancient Studies (Optional Co-op),"25,320.00",236,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,20,20,20,20,6,6,6,6,1053,DLI#:O19395164307,83,6.5,
,Bachelor of Arts - Ancient Studies with Management Option (Optional Co-op),"25,320.00",236,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,20,20,20,20,6,6,6,6,1053,DLI#:O19395164307,83,6.5,
,Bachelor of Arts - Anthropology,"25,320.00",236,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,20,20,20,20,6,6,6,6,1053,DLI#:O19395164307,83,6.5,
,Bachelor of Arts - Anthropology with Management Option,"25,320.00",236,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,20,20,20,20,6,6,6,6,1053,DLI#:O19395164307,83,6.5,
